pheno	h2(add)	h2(add)_se	h2(dom)	h2(dom)_se	h2(AD)	h2(AD)_se	h2(add)_sig	h2(dom)_sig	h2(AD)_sig	h2(het)	h2(het)_se	h2(hom)	h2(hom)_se	Cov(hh)	Cov(hh)_se	hom/het	hom/het_se	h2(FACTOR)	h2(FACTOR)_se	h2(het)_sig	h2(hom)_sig	h2(FACTOR)_sig	Cov(hh)_sig	hom/het_sig
Trunk_fat_percentage	0.20390584779961982	0.010561031686498093	-0.03222767217417724	0.012727388621742334	0.17167817562544258	0.014596769376801814	True	True	True	0.08551541119168242	0.012064320882060588	0.17585722635687928	0.01629845354117174	0.3850899480056349	0.058448500240951926	2.0564389962728016	0.3849702822261956	0.2613726375485617	0.017681965785380525	True	True	True	True	True
Impedance_of_arm__left_	0.19663074660072327	0.010613424459169064	-0.02254846483505972	0.012616668445771174	0.17408228176566354	0.014598630139067433	True	False	True	0.10496533698701445	0.011866324494471097	0.16075008896112958	0.016328011709768647	0.10563709377914486	0.03989771976715561	1.5314587994036204	0.2617690986526526	0.265715425948144	0.017440460385519028	True	True	True	True	True
Arm_fat_mass__left_	0.19351217869118348	0.011389373750492843	-0.15316232421397857	0.011091038323100301	0.040349854477204905	0.015400286831079376	True	True	True	0.07433266452721564	0.013142087923038129	0.1397845043695802	0.018327615307274506	0.5155723486911352	0.08709438053405831	1.8805259472220384	0.4534138008225716	0.21411716889679583	0.020198655797642278	True	True	True	True	True
Heel_bone_mineral_density__BMD__T-score,_automated	0.32835235600997825	0.019848328601159117	-0.1915546271605335	0.0203175282322468	0.13679772884944474	0.024893212029138002	True	True	True	0.1365711439566679	0.020372853550618963	0.22174336686980323	0.027145193435965453	0.18803415991629083	0.05257686435912713	1.6236472833540831	0.36301399806311563	0.35831451082647114	0.027673636548283215	True	True	True	True	True
Leg_predicted_mass__right_	0.2315265351958954	0.01041619586383578	-0.03894880325787152	0.012466894225326187	0.19257773193802386	0.014072322687097927	True	True	True	0.07901041394500309	0.012092269056237129	0.21287897563693467	0.015685610627318488	0.31914245743896197	0.05135964247757899	2.694315407398241	0.5035760696622523	0.2918893895819378	0.01702915726021635	True	True	True	True	True
Alkaline_phosphatase	0.24427806260287743	0.01144748227548728	-0.11290864207334812	0.011757996604718091	0.13136942052952932	0.014875016801471954	True	True	True	0.11004969646493411	0.012700393650012845	0.17926036736155734	0.017277540834079532	0.38038868829735106	0.05378109059433265	1.6289037872873762	0.2772190666519369	0.28931006382649144	0.01828746572386502	True	True	True	True	True
Skin_colour	0.14641471569585504	0.011861714901429633	-0.14437230155747496	0.011136836195938492	0.0020424141383800776	0.01622286319234271	True	True	False	0.04064227763263501	0.013238840113004156	0.10916863232827245	0.01879029789655385	-0.20194588578359898	0.07978225362357924	2.6860854924285054	1.0443698686535825	0.14981090996090746	0.02144398327760468	True	True	True	True	False
Sitting_height	0.34003251073914614	0.010740756355180296	-0.038007261775668176	0.012265303263646722	0.302025248963478	0.012928611853169902	True	True	True	0.16591465687737375	0.011403312162299357	0.24901839328256725	0.015059412194141563	0.3394358003724191	0.0334329738078066	1.5008824293721972	0.16203175691099803	0.414933050159941	0.014884939678352395	True	True	True	True	True
FEV1__FVC_ratio_Z-score	0.19446354207875233	0.013607084200778106	-0.12171421110921453	0.01643095395140189	0.0727493309695378	0.019714435255822848	True	True	True	0.08275579182388852	0.014602980501854452	0.16568220066353426	0.019749034323916958	0.21377892538361584	0.06026306795328755	2.0020616927467785	0.4713529185371969	0.24843799248742277	0.021564315918146743	True	True	True	True	True
Testosterone	0.1171905683704613	0.014082626309728858	-0.22001066440502542	0.01244495644835292	-0.10282009603456413	0.019951858235288628	True	True	True	0.04099792082186584	0.015436841772018251	0.06498599219223482	0.02272416740657057	-0.6415078403385284	0.2002133598283804	1.585104583098155	0.8567622094924399	0.10598391301410065	0.026073220620030212	True	True	True	True	True
Seated_height	0.22368307977997623	0.01104502235645308	-0.17318652041280017	0.011495424901785343	0.050496559367176064	0.015091973269109153	True	True	True	0.07559195714742044	0.011830232307235608	0.17300772087791552	0.01611963065865825	0.28518786672445884	0.05648041595814815	2.288705404736559	0.45776470459789315	0.24859967802533595	0.017620161942496326	True	True	True	True	True
Red_blood_cell__erythrocyte__distribution_width	0.19853393721974807	0.012653414308017814	-0.23472702423736236	0.015198245389480095	-0.036193087017614284	0.01911614481258433	True	True	False	0.07199195360111171	0.01305790390286701	0.12771262830085703	0.018247752069960606	0.44189626882686794	0.08431427792347387	1.7739847568032223	0.44709602607754034	0.19970458190196874	0.020240114824824174	True	True	True	True	True
Body_mass_index__BMI_	0.20453251755229243	0.01045893031456588	-0.03036922355668777	0.01213472929784869	0.17416329399560465	0.01419369880358925	True	True	True	0.08097132142740847	0.01294056979722677	0.15252895843961353	0.01781260338978188	0.5561370123329828	0.08173698198777686	1.8837405114643848	0.4112758894233097	0.233500279867022	0.019491332184287904	True	True	True	True	True
Hip_circumference	0.1942692511123991	0.011878758673817732	-0.20819204020425738	0.010555738709330388	-0.01392278909185829	0.016001639487854085	True	True	False	0.06059429018400902	0.012659546219977837	0.1501530711516271	0.017123999667508976	0.4538255690518377	0.08382691634727663	2.4780069325946634	0.6368997969668452	0.21074736133563612	0.01918137051123243	True	True	True	True	True
Reticulocyte_percentage	0.16753098941235436	0.010581195137567589	0.017963245768087516	0.012614865821932714	0.1854942351804419	0.01464628266943465	True	False	True	0.07022495894445792	0.013453377231082557	0.12781148219106675	0.019174261118837306	0.43005589986277354	0.0862469663211355	1.8200292903290263	0.48289604055346164	0.19803644113552465	0.021171098353409024	True	True	True	True	True
Platelet_distribution_width	0.23329547084114005	0.010808495700491435	-0.05983827459866075	0.01278802263091971	0.1734571962424793	0.014627012076695636	True	True	True	0.09538156004493474	0.012379963716184307	0.17429681317789272	0.017044325800546038	0.36013182924012527	0.055550836750166636	1.8273638331746787	0.3323697372200492	0.26967837322282745	0.01824384859334515	True	True	True	True	True
Vitamin_D	0.10247426491023291	0.012999856250449032	-0.19487252417517978	0.012169895292784626	-0.09239825926494687	0.01868364632639961	True	True	True	0.048774489249954825	0.014034810065530303	0.07135431539965156	0.02029363863552248	-0.5391100973811859	0.13953233074525062	1.4629433643883345	0.6271130729541476	0.12012880464960639	0.023215681339288148	True	True	True	True	True
Body_fat_percentage	0.26685628293584424	0.012326915197400168	-0.2566788846558294	0.01413508037626184	0.010177398280014849	0.017395427821368076	True	True	False	0.09673137742016709	0.012063517188371389	0.18528177802870333	0.016241967811275057	0.39306291778425345	0.05412848863256005	1.9154258211780075	0.327241487083936	0.2820131554488704	0.01739763976962181	True	True	True	True	True
Impedance_of_arm__right_	0.1944954904724953	0.010612482692913237	-0.0191781191839775	0.012539355093466462	0.17531737128851782	0.014561450218155391	True	False	True	0.10647265779993775	0.011997316358453115	0.16564069450729377	0.016329601385099302	0.10964835682013027	0.03911171441156089	1.5557110898699722	0.26239774976917235	0.27211335230723155	0.017441078234971985	True	True	True	True	True
Weight	0.23096882530684706	0.01098190530348503	-0.08840782978907545	0.01187158661138309	0.14256099551777163	0.014528801940523195	True	True	True	0.0852051630636108	0.013041019019949654	0.1720049270531655	0.017701512500334245	0.5351690296535128	0.07466995683304617	2.0187148392023313	0.41273346970145935	0.2572100901167763	0.019217779918182718	True	True	True	True	True
Basophill_percentage	0.031217972006181465	0.011415291238485392	-0.033199023359810606	0.01266423853641729	-0.001981051353629141	0.017008084050187264	True	True	False	0.0241666159320346	0.013415417320022861	0.029200383719457358	0.019628956340370648	-1.4789966000127888	0.6809559751111874	1.2082942767650862	1.081964853215997	0.053366999651491956	0.023146857670853553	False	False	True	True	True
Leg_fat_mass__left_	0.21533443143957406	0.011987571989944846	-0.19110892032786334	0.012236006409208683	0.02422551111171073	0.016468356428048284	True	True	False	0.09086216870934342	0.012647138602756926	0.13858462263589438	0.017668826805523022	0.3868303205203479	0.06632316284593358	1.5252180814570808	0.31937941050609897	0.22944679134523782	0.019200041767286673	True	True	True	True	True
LDL_direct	-0.09882047426543536	0.013633707008060115	-0.11549000480652756	0.014715207906034745	-0.21431047907196293	0.0221030228155122	True	True	True	0.04727924585796739	0.013299818563401745	0.07054638699571943	0.019039827315205277	0.19140963594689295	0.10816285408069741	1.4921216638617578	0.6154515928849005	0.11782563285368682	0.021882435508275875	True	True	True	True	True
Neutrophill_percentage	0.1593463494271725	0.011501971687602256	-0.13082949230717103	0.012333768256452073	0.02851685712000146	0.01630837752301521	True	True	False	0.06962087661990773	0.012384911128700722	0.12253099877884983	0.01735844467182518	-0.5224405078760762	0.07686882899614898	1.7599749490056367	0.4357086755158286	0.19215187539875755	0.01931389049015047	True	True	True	True	True
Whole_body_fat_mass	0.21657415178745873	0.011458191645057651	-0.13110355351148834	0.010371015023529809	0.0854705982759704	0.014702312476677755	True	True	True	0.08328666620103904	0.012755421042085905	0.15155838658375795	0.017588337818032512	0.4990272349006939	0.07530044360982316	1.8197196922004688	0.38643078979320067	0.234845052784797	0.01920640253681107	True	True	True	True	True
Platelet_count	0.252102289753401	0.010619301192874788	-0.040868120574093496	0.012639438745606016	0.21123416917930748	0.01407033808795095	True	True	True	0.10572901166319941	0.012567448550057484	0.1936767559165313	0.017120772623991944	0.48226889214429364	0.05901001096934987	1.83182224887801	0.3066712728274822	0.2994057675797307	0.0180686805272569	True	True	True	True	True
Monocyte_count	0.2180457262116333	0.011535862075903467	-0.16173913458737746	0.012961293121683507	0.05630659162425583	0.016196421290766275	True	True	True	0.07092622710200641	0.012262730375910197	0.16595433309575844	0.016514275724131285	0.36697051094351335	0.06579161826262632	2.3398161706399834	0.5098711514060899	0.23688056019776485	0.018236701181222528	True	True	True	True	True
Impedance_of_leg__right_	0.2281668200812932	0.010166384071778965	0.001957460441289285	0.012339871095348145	0.23012428052258246	0.013632933212989754	True	False	True	0.09945251291936676	0.012024531811480471	0.18641838172660288	0.016057019567711443	0.2487656564522915	0.04338801433143771	1.874446167868534	0.3125394068752911	0.28587089464596965	0.017191943583811684	True	True	True	True	True
Cystatin_C	0.28403461314071304	0.010981935630750604	0.003937884859656686	0.01272837128349637	0.2879724980003697	0.013786667507890697	True	False	True	0.12314668939803902	0.011806456467058498	0.2466565034945177	0.015324735422426563	0.31156685689732233	0.03743473143433569	2.0029487166907587	0.26249532365254286	0.3698031928925567	0.015779389384897757	True	True	True	True	True
